age,gender,height_cm,weight_kg,target_weight_kg,goal,activity_level,dietary_preference,sleep_hours,stress_score,workout_freq,bmr,tdee,target_calories,target_protein,target_carbs,target_fat
40,male,175.6,97.3,102.5,muscle_gain,light,vegan,8.5,7,1,1875.8,2579.2,2870.2,200.0,338.2,79.7
29,male,168.6,78.1,81.1,muscle_gain,very_active,vegan,5.8,9,6,1694.9,3220.3,3412.0,159.9,479.8,94.8
25,female,152.9,72.3,81.1,muscle_gain,active,keto,8.0,2,4,1393.2,2403.2,2812.4,175.8,35.2,218.7
18,male,186.7,113.0,113.0,maintenance,light,keto,8.2,5,6,2211.3,3040.6,3044.8,190.3,38.1,236.8
23,female,182.8,48.2,47.6,endurance,very_active,vegetarian,8.9,1,2,1348.0,2561.3,2762.9,86.8,410.4,86.0
31,male,186.8,83.0,88.4,muscle_gain,moderate,vegan,7.6,7,1,1847.6,2863.8,3165.7,186.5,407.1,87.9
20,male,173.3,63.9,67.2,muscle_gain,active,non_vegetarian,5.8,7,6,1626.9,2806.5,3161.0,133.6,459.1,87.8
24,male,164.0,95.6,94.8,endurance,light,vegan,7.2,5,4,1866.0,2565.8,2724.5,172.3,318.0,84.8
18,male,174.7,79.0,85.3,muscle_gain,active,vegetarian,7.9,2,6,1796.2,3098.4,3267.7,160.0,452.6,90.8
33,female,155.7,84.5,80.0,weight_loss,light,vegan,7.9,1,4,1492.3,2051.9,1576.3,181.9,113.6,43.8
26,female,157.8,62.7,62.4,endurance,sedentary,vegan,5.9,8,5,1322.6,1587.1,1819.9,114.3,213.3,56.6
29,female,161.5,64.7,63.1,endurance,moderate,vegan,7.0,7,6,1350.3,2092.9,2251.4,107.0,298.4,70.0
26,male,159.3,91.6,101.2,muscle_gain,sedentary,vegan,6.4,9,5,1787.0,2144.4,2516.8,202.6,269.3,69.9
22,female,176.3,65.0,64.1,endurance,sedentary,keto,5.9,8,4,1481.3,1777.5,1916.0,119.8,24.0,149.0
38,female,165.8,68.7,62.7,weight_loss,very_active,vegan,6.5,1,5,1372.5,2607.8,2080.9,144.4,245.8,57.8
34,female,161.2,70.7,76.6,muscle_gain,moderate,vegan,6.5,1,5,1383.0,2143.7,2351.2,150.9,290.0,65.3
25,male,189.8,67.3,67.3,maintenance,sedentary,keto,6.4,2,5,1738.7,2086.5,2048.7,128.0,25.6,159.3
25,male,166.3,47.1,53.1,muscle_gain,light,keto,6.5,8,6,1390.1,1911.4,2245.7,140.4,28.1,174.7
31,male,175.6,76.0,75.3,endurance,sedentary,vegetarian,7.6,2,4,1707.1,2048.5,2251.4,122.5,282.9,70.0
40,male,174.5,70.0,70.0,maintenance,moderate,keto,6.9,3,6,1595.1,2472.4,2451.6,153.2,30.6,190.7
35,female,172.9,56.5,44.0,weight_loss,active,vegetarian,9.0,10,5,1309.1,2258.3,1763.5,122.7,207.9,49.0
33,male,168.1,78.3,72.7,weight_loss,moderate,keto,8.8,5,6,1673.2,2593.5,2001.5,125.1,25.0,155.7
18,male,178.9,72.6,72.6,maintenance,very_active,vegetarian,8.7,5,3,1759.6,3343.2,3363.5,129.3,476.2,104.6
29,male,168.2,77.4,78.5,endurance,light,vegetarian,6.5,8,5,1684.8,2316.7,2423.6,139.1,297.1,75.4
43,female,153.5,61.7,58.5,weight_loss,light,non_vegetarian,5.7,5,6,1199.9,1649.9,1200.0,129.4,95.7,33.3
35,female,160.7,57.8,58.0,endurance,very_active,vegan,7.5,6,3,1246.0,2367.4,2633.1,100.7,373.3,81.9
30,female,166.6,52.2,52.2,maintenance,active,non_vegetarian,8.1,4,5,1252.6,2160.7,2069.7,90.8,281.7,64.4
31,male,173.4,86.8,84.9,endurance,moderate,keto,8.5,2,6,1801.8,2792.7,2985.6,186.6,37.3,232.2
32,female,151.6,86.7,86.7,maintenance,sedentary,non_vegetarian,7.4,5,3,1493.3,1792.0,1783.2,158.2,162.7,55.5
36,female,157.1,67.7,66.3,endurance,active,vegetarian,7.7,10,4,1318.1,2273.8,2377.1,120.2,307.6,74.0
34,female,160.5,64.4,49.5,weight_loss,moderate,keto,6.8,9,2,1315.7,2039.3,1571.5,98.2,19.6,122.2
18,female,158.2,69.5,63.9,weight_loss,sedentary,keto,9.0,10,3,1432.7,1719.2,1296.0,81.0,16.2,100.8
28,male,180.7,76.5,82.0,muscle_gain,active,keto,6.3,10,3,1759.6,3035.3,3582.5,223.9,44.8,278.6
18,female,163.7,44.5,44.5,maintenance,sedentary,vegan,7.4,4,4,1216.8,1460.2,1350.4,77.9,165.2,42.0
32,female,164.0,60.6,59.2,endurance,moderate,keto,8.6,7,3,1309.7,2030.0,2222.9,138.9,27.8,172.9
60,male,173.9,85.1,85.1,maintenance,active,non_vegetarian,5.8,10,6,1643.5,2835.1,2779.8,153.6,346.7,86.5
32,female,161.3,59.1,59.6,endurance,active,non_vegetarian,6.0,10,5,1278.1,2204.7,2535.9,105.5,351.0,78.9
41,male,177.1,45.7,46.1,endurance,sedentary,vegan,7.7,2,3,1364.2,1637.1,1817.2,75.4,251.8,56.5
57,male,174.2,93.4,94.8,endurance,very_active,non_vegetarian,6.8,4,2,1742.9,3311.5,3663.4,154.0,505.4,114.0
32,female,157.1,40.0,45.1,muscle_gain,moderate,non_vegetarian,6.2,8,4,1008.7,1563.5,1952.7,90.7,275.5,54.2
21,male,177.4,60.5,62.4,endurance,light,non_vegetarian,5.9,10,3,1613.8,2219.0,2399.8,105.9,326.0,74.7
30,male,178.1,62.4,65.4,muscle_gain,active,vegetarian,7.9,9,4,1592.4,2746.8,3208.0,125.4,476.1,89.1
24,female,151.3,62.7,49.1,weight_loss,active,vegan,8.0,10,6,1291.4,2227.7,1729.5,135.5,188.9,48.0
31,male,186.9,74.7,73.9,endurance,active,vegetarian,8.4,1,3,1765.0,3044.6,3233.0,128.4,453.5,100.6
18,female,168.7,66.2,64.6,endurance,active,vegetarian,8.2,10,1,1465.8,2528.4,2694.1,122.7,362.3,83.8
18,male,187.6,60.8,60.8,maintenance,active,vegan,6.4,8,2,1695.3,2924.5,2872.6,99.9,417.1,89.4
33,female,154.6,46.1,37.6,weight_loss,moderate,vegetarian,8.1,5,3,1101.2,1706.8,1200.0,102.0,123.1,33.3
37,female,159.2,99.1,99.9,endurance,moderate,keto,7.5,10,1,1640.2,2542.3,2660.5,166.3,33.3,206.9
20,male,171.5,81.4,84.6,muscle_gain,very_active,vegan,7.5,5,3,1790.8,3402.5,3699.5,184.3,509.3,102.8
36,male,168.2,58.7,58.7,maintenance,active,keto,7.9,3,6,1462.6,2523.1,2387.0,149.2,29.8,185.7
18,male,171.9,73.8,82.8,muscle_gain,very_active,vegan,6.3,4,5,1727.0,3281.2,3562.4,153.3,514.5,99.0
42,female,171.6,60.0,64.8,muscle_gain,very_active,vegetarian,8.1,9,4,1301.3,2472.5,2670.6,133.0,367.7,74.2
24,female,158.8,56.1,63.2,muscle_gain,moderate,non_vegetarian,7.3,7,4,1272.7,1972.6,2274.0,120.6,305.7,63.2
23,male,172.9,69.1,70.7,endurance,light,keto,5.5,2,3,1661.7,2284.8,2500.4,156.3,31.3,194.5
33,male,168.7,95.8,95.8,maintenance,light,non_vegetarian,7.6,2,6,1852.4,2547.1,2472.2,157.6,287.4,76.9
18,male,179.0,66.6,66.6,maintenance,active,keto,7.5,1,6,1699.6,2931.8,2960.1,185.0,37.0,230.2
18,male,187.1,87.4,93.2,muscle_gain,moderate,vegetarian,6.7,2,3,1958.7,3036.1,3233.6,177.4,429.0,89.8
18,male,189.4,67.7,61.8,weight_loss,active,non_vegetarian,6.1,4,2,1775.4,3062.5,2498.4,151.6,316.9,69.4
18,female,160.5,61.3,68.2,muscle_gain,sedentary,vegan,6.2,2,2,1365.1,1638.1,2030.8,124.3,256.5,56.4
18,female,152.4,69.4,63.5,weight_loss,light,non_vegetarian,7.2,2,5,1395.4,1918.6,1461.5,154.7,119.3,40.6
18,male,184.7,78.5,78.5,maintenance,sedentary,non_vegetarian,7.0,8,2,1854.3,2225.2,2298.1,136.9,276.8,71.5
29,male,155.8,75.9,81.0,muscle_gain,very_active,keto,5.5,7,1,1592.6,3026.0,3483.3,217.7,43.5,270.9
21,female,160.3,61.9,71.8,muscle_gain,very_active,keto,6.4,7,5,1354.6,2573.8,2669.5,166.8,33.4,207.6
46,female,156.7,70.1,70.1,endurance,light,vegan,8.8,5,3,1289.0,1772.4,1967.2,123.0,231.1,61.2
42,male,179.2,74.7,74.7,maintenance,moderate,vegan,5.9,3,4,1662.4,2576.7,2507.7,133.5,317.9,78.0
37,male,161.0,87.0,87.0,maintenance,very_active,keto,7.2,3,1,1696.8,3223.8,3117.5,194.8,39.0,242.5
42,female,164.1,71.7,71.7,maintenance,sedentary,keto,6.7,9,2,1372.1,1646.5,1650.6,103.2,20.6,128.4
18,male,169.1,87.4,80.7,weight_loss,light,non_vegetarian,8.2,8,1,1846.1,2538.4,2048.6,182.8,201.3,56.9
41,female,165.8,52.4,57.7,muscle_gain,very_active,non_vegetarian,6.9,3,2,1194.4,2269.3,2556.8,107.8,371.7,71.0
31,male,157.5,101.4,101.4,maintenance,very_active,keto,7.8,7,6,1848.6,3512.3,3558.8,222.4,44.5,276.8
42,female,151.9,78.9,88.4,muscle_gain,moderate,keto,8.4,6,2,1367.9,2120.3,2635.7,164.7,32.9,205.0
18,female,168.4,64.0,64.0,maintenance,moderate,vegan,7.0,7,4,1441.6,2234.5,2131.0,111.0,272.6,66.3
34,male,182.7,69.6,69.0,endurance,sedentary,keto,8.3,8,3,1672.5,2007.0,2284.2,142.8,28.6,177.7
18,male,164.0,79.9,85.0,muscle_gain,light,vegan,6.6,7,3,1739.4,2391.7,2743.7,168.8,345.7,76.2
22,male,182.5,85.4,94.4,muscle_gain,very_active,keto,5.9,4,2,1889.8,3590.6,4042.1,252.6,50.5,314.4
28,female,167.2,58.7,60.5,endurance,very_active,keto,8.8,7,6,1330.6,2528.2,2896.3,181.0,36.2,225.3
21,female,177.7,64.4,67.8,muscle_gain,moderate,keto,5.7,6,3,1489.0,2308.0,2548.3,159.3,31.9,198.2
43,female,163.9,74.2,74.1,endurance,moderate,vegetarian,5.8,7,2,1390.4,2155.1,2441.6,138.3,301.1,76.0
33,male,171.3,91.7,91.7,maintenance,very_active,non_vegetarian,7.0,6,5,1827.0,3471.3,3471.4,162.2,462.7,108.0
36,female,147.9,69.4,69.4,maintenance,sedentary,non_vegetarian,5.7,6,3,1277.2,1532.6,1503.2,127.1,143.4,46.8
46,female,167.4,66.9,73.2,muscle_gain,light,vegan,6.7,5,3,1323.8,1820.2,2201.9,143.0,269.8,61.2
20,male,189.0,105.9,111.9,muscle_gain,sedentary,keto,8.3,1,5,2145.0,2573.9,2958.4,184.9,37.0,230.1
45,male,171.4,66.8,66.8,maintenance,sedentary,keto,9.0,9,3,1519.9,1823.9,1826.2,114.1,22.8,142.0
34,female,160.2,70.5,70.5,maintenance,very_active,vegan,8.1,10,1,1375.0,2612.6,2636.6,126.2,348.4,82.0
20,male,180.2,90.1,97.1,muscle_gain,very_active,vegetarian,7.8,4,1,1931.8,3670.5,4041.2,192.9,564.7,112.3
41,female,154.5,69.6,69.6,maintenance,active,keto,8.6,3,6,1295.6,2235.0,2156.5,134.8,27.0,167.7
18,female,158.6,52.7,44.3,weight_loss,light,vegan,8.1,7,1,1267.1,1742.3,1221.8,117.7,111.5,33.9
27,female,168.9,60.1,60.1,maintenance,sedentary,keto,5.6,4,3,1360.8,1633.0,1555.3,97.2,19.4,121.0
41,female,157.1,63.3,70.4,muscle_gain,moderate,non_vegetarian,7.4,4,5,1249.1,1936.1,2316.7,141.2,293.1,64.4
31,female,170.7,69.7,74.1,muscle_gain,light,non_vegetarian,5.6,10,1,1448.1,1991.1,2280.6,143.2,284.5,63.3
51,male,177.6,75.9,75.9,maintenance,sedentary,vegan,8.7,4,2,1619.1,1942.9,1999.1,141.3,218.5,62.2
32,female,165.8,93.9,98.5,muscle_gain,active,vegan,8.2,1,2,1654.3,2853.6,3177.2,213.7,381.9,88.3
26,female,163.8,76.9,68.6,weight_loss,active,vegetarian,8.1,7,1,1501.4,2590.0,1995.5,171.0,203.2,55.4
18,female,158.9,44.4,43.2,endurance,active,non_vegetarian,8.4,2,2,1186.0,2045.8,2217.2,76.1,322.9,69.0
35,male,168.9,58.0,67.6,muscle_gain,light,vegetarian,6.8,6,4,1465.7,2015.3,2370.3,128.9,315.6,65.8
38,male,162.4,89.5,95.8,muscle_gain,sedentary,vegan,8.8,1,1,1725.1,2070.1,2479.4,192.7,272.1,68.9
39,female,171.5,90.4,89.8,endurance,active,vegetarian,8.4,7,6,1620.3,2795.0,2963.0,170.3,363.0,92.2
31,female,160.1,64.0,73.1,muscle_gain,sedentary,keto,5.6,5,6,1324.8,1589.7,2028.9,126.8,25.4,157.8
18,female,157.0,80.5,75.4,weight_loss,light,non_vegetarian,7.3,3,6,1535.3,2111.1,1660.4,161.2,150.2,46.1
26,female,169.0,68.1,54.7,weight_loss,sedentary,non_vegetarian,6.8,7,2,1446.1,1735.3,1290.9,149.7,92.3,35.9
30,female,170.2,95.7,103.9,muscle_gain,light,non_vegetarian,6.1,2,2,1709.7,2350.8,2749.2,214.7,300.7,76.4
30,male,181.8,72.9,72.5,endurance,light,vegan,8.4,10,3,1720.0,2365.0,2748.7,124.8,370.0,85.5
31,male,173.8,66.3,52.6,weight_loss,moderate,vegetarian,8.6,7,1,1599.4,2479.0,2044.1,133.3,249.9,56.8
38,female,159.5,70.9,74.0,muscle_gain,light,vegetarian,5.8,2,1,1355.2,1863.4,2113.2,160.9,235.3,58.7
31,female,166.2,84.5,83.0,endurance,active,keto,7.6,1,3,1567.4,2703.8,2836.7,177.3,35.5,220.6
18,female,156.7,48.0,47.3,endurance,moderate,non_vegetarian,8.8,2,4,1208.2,1872.7,2155.8,84.6,303.4,67.1
45,female,165.2,78.7,85.3,muscle_gain,light,non_vegetarian,6.0,2,6,1433.3,1970.8,2330.1,176.4,260.5,64.7
29,male,173.3,73.7,72.7,endurance,moderate,vegetarian,8.1,5,3,1679.9,2603.8,2673.6,123.5,357.7,83.2
32,female,162.7,72.9,72.9,maintenance,light,vegan,7.8,10,6,1425.4,1960.0,1965.5,125.9,228.0,61.1
28,male,169.0,79.0,80.9,endurance,sedentary,non_vegetarian,7.7,4,2,1711.5,2053.9,2303.8,126.7,287.9,71.7
18,female,163.6,66.8,66.8,maintenance,sedentary,keto,7.2,6,2,1439.5,1727.5,1690.2,105.6,21.1,131.5
24,female,164.6,50.4,50.9,endurance,light,keto,7.4,2,6,1251.8,1721.3,1941.4,121.3,24.3,151.0
21,female,170.4,92.1,92.1,maintenance,moderate,non_vegetarian,8.3,8,5,1719.8,2665.7,2596.8,154.4,313.0,80.8
35,female,157.9,76.5,72.7,weight_loss,moderate,vegan,7.7,9,2,1415.9,2194.6,1630.3,161.4,144.2,45.3
34,male,169.0,75.1,78.9,muscle_gain,active,vegetarian,5.9,6,3,1642.4,2833.1,3084.6,166.3,412.0,85.7
38,female,157.1,70.6,72.5,endurance,very_active,vegetarian,6.1,9,2,1337.4,2541.0,2712.7,133.5,354.8,84.4
28,male,177.2,67.3,75.4,muscle_gain,sedentary,non_vegetarian,7.6,3,5,1645.7,1974.9,2339.6,141.7,296.9,65.0
45,male,169.8,94.4,94.4,maintenance,very_active,non_vegetarian,9.0,3,3,1785.1,3391.8,3544.2,170.7,467.2,110.3
21,male,164.4,82.2,69.1,weight_loss,light,non_vegetarian,6.0,10,4,1749.5,2405.6,1874.3,182.9,168.4,52.1
48,male,176.3,66.8,66.8,maintenance,sedentary,keto,6.5,9,4,1534.4,1841.3,1778.0,111.1,22.2,138.3
40,female,159.0,64.5,65.4,endurance,moderate,non_vegetarian,5.8,9,6,1278.0,1980.9,2243.5,109.0,294.8,69.8
25,female,162.7,63.8,67.2,muscle_gain,very_active,vegetarian,6.0,3,2,1368.8,2600.6,3011.1,135.5,429.2,83.6
35,female,161.5,64.8,71.9,muscle_gain,active,keto,6.4,6,1,1320.8,2278.3,2599.0,162.4,32.5,202.1
18,male,178.1,104.5,104.5,maintenance,light,keto,5.9,10,6,2072.8,2850.1,2774.5,173.4,34.7,215.8
22,male,169.0,88.1,95.8,muscle_gain,active,non_vegetarian,5.5,2,5,1832.9,3161.8,3559.0,196.3,470.9,98.9
28,female,156.6,65.1,59.3,weight_loss,very_active,keto,7.0,2,5,1328.7,2524.5,1929.5,120.6,24.1,150.1
31,female,169.1,49.0,58.1,muscle_gain,sedentary,vegan,5.6,5,1,1230.7,1476.9,1742.9,112.0,214.8,48.4
45,female,158.7,77.6,79.1,endurance,very_active,non_vegetarian,8.3,5,2,1382.3,2626.4,2813.3,140.3,366.2,87.5
28,male,179.5,65.6,59.7,weight_loss,very_active,vegan,7.2,7,4,1643.2,3122.0,2632.4,147.9,345.7,73.1
26,male,165.4,82.7,68.8,weight_loss,moderate,vegan,6.7,5,3,1736.2,2691.1,2173.8,181.3,226.3,60.4
28,male,166.3,100.3,94.4,weight_loss,sedentary,keto,7.2,10,4,1907.3,2288.7,1835.8,114.7,22.9,142.8
39,female,160.9,43.2,32.9,weight_loss,active,keto,8.5,7,1,1081.9,1866.3,1446.3,90.4,18.1,112.5
29,male,170.0,83.8,79.4,weight_loss,very_active,vegetarian,6.8,10,4,1760.9,3345.7,2945.4,186.8,365.5,81.8
29,female,172.0,77.0,63.8,weight_loss,moderate,keto,7.5,9,1,1538.6,2384.9,1824.0,114.0,22.8,141.9
23,female,169.7,40.0,40.3,endurance,sedentary,non_vegetarian,8.8,2,3,1099.1,1319.0,1512.1,64.3,208.0,47.0
18,female,159.7,60.4,53.1,weight_loss,active,vegan,6.7,4,3,1351.0,2330.5,1810.9,133.2,206.4,50.3
24,female,155.3,91.5,80.1,weight_loss,moderate,keto,7.7,3,2,1604.8,2487.4,2098.8,131.2,26.2,163.2
18,female,174.1,59.2,60.6,endurance,moderate,non_vegetarian,6.7,10,5,1429.0,2215.0,2424.4,109.9,326.6,75.4
29,male,170.7,91.8,91.8,maintenance,moderate,vegetarian,5.8,7,3,1844.8,2859.4,2870.2,172.1,344.5,89.3
25,female,153.9,53.3,58.2,muscle_gain,active,non_vegetarian,6.7,8,3,1208.4,2084.6,2314.7,117.9,316.1,64.3
30,male,166.4,74.3,78.1,muscle_gain,moderate,vegetarian,8.7,9,3,1638.0,2538.9,3007.6,161.6,402.4,83.5
41,male,175.7,76.8,75.6,endurance,very_active,vegetarian,7.6,7,3,1666.2,3165.8,3555.6,125.0,515.0,110.6
35,male,173.4,58.0,58.0,maintenance,very_active,vegan,8.7,2,6,1494.0,2838.5,2872.1,99.7,417.2,89.4
38,female,158.6,67.5,59.2,weight_loss,moderate,non_vegetarian,7.4,5,1,1315.1,2038.3,1521.6,135.8,149.4,42.3
28,female,145.6,61.3,70.4,muscle_gain,light,non_vegetarian,8.3,3,1,1222.3,1680.7,2089.7,130.7,261.2,58.0
23,female,163.4,54.9,63.8,muscle_gain,sedentary,keto,7.0,9,5,1294.3,1553.2,1923.8,120.2,24.0,149.6
27,male,168.5,96.7,97.2,endurance,light,keto,8.6,7,6,1889.6,2598.2,2876.2,179.8,36.0,223.7
23,female,166.5,70.4,70.4,maintenance,moderate,keto,6.8,4,3,1469.0,2277.0,2320.9,145.1,29.0,180.5
18,female,170.0,57.2,43.9,weight_loss,light,vegan,6.4,9,5,1383.4,1902.2,1387.2,131.3,128.9,38.5
56,male,178.4,72.6,63.2,weight_loss,very_active,keto,5.9,10,2,1566.0,2975.4,2311.6,144.5,28.9,179.8
43,female,153.6,52.0,59.0,muscle_gain,active,vegan,7.7,8,5,1103.5,1903.5,2231.1,104.8,313.5,62.0
44,female,168.4,62.1,52.4,weight_loss,light,vegetarian,5.7,6,4,1292.6,1777.4,1289.2,134.6,107.2,35.8
23,male,177.1,79.0,64.5,weight_loss,moderate,vegetarian,6.4,1,6,1787.2,2770.2,2336.2,164.5,273.5,64.9
39,female,166.5,59.7,58.6,endurance,light,keto,7.1,9,6,1280.9,1761.2,2004.9,125.3,25.1,155.9
29,female,155.4,59.2,59.2,maintenance,light,keto,6.0,9,6,1257.0,1728.4,1732.8,108.3,21.7,134.8
39,female,161.7,49.5,38.0,weight_loss,very_active,vegetarian,5.9,2,5,1149.6,2184.3,1687.1,104.3,211.9,46.9
31,male,177.5,90.9,89.9,endurance,light,non_vegetarian,8.2,3,2,1868.1,2568.6,2853.2,161.8,351.7,88.8
24,male,171.1,63.4,61.8,endurance,sedentary,vegan,7.5,7,4,1588.6,1906.3,2150.4,119.4,267.7,66.9
44,female,160.8,61.1,59.8,endurance,light,vegan,6.1,7,3,1235.0,1698.1,1981.6,103.5,253.3,61.6
35,female,166.1,49.7,41.9,weight_loss,light,vegan,8.9,2,3,1198.9,1648.5,1200.0,102.8,122.3,33.3
20,female,155.1,59.8,56.6,weight_loss,very_active,vegan,8.9,1,6,1306.5,2482.4,1947.6,130.5,234.7,54.1
27,female,152.9,75.5,60.9,weight_loss,light,vegetarian,5.5,7,3,1414.8,1945.3,1494.2,163.0,117.2,41.5
18,male,183.8,66.7,66.7,maintenance,sedentary,non_vegetarian,7.7,3,5,1730.4,2076.5,2129.9,110.5,272.8,66.3
29,male,176.2,75.4,75.4,maintenance,sedentary,non_vegetarian,7.5,8,6,1715.5,2058.6,2133.5,134.2,249.8,66.4
18,male,180.9,93.4,100.8,muscle_gain,active,vegetarian,8.6,2,3,1979.6,3414.8,3845.7,213.0,508.1,106.8
53,female,159.3,75.5,65.4,weight_loss,moderate,non_vegetarian,5.8,4,5,1324.5,2053.0,1548.0,154.8,135.4,43.0
42,male,175.9,72.6,72.6,maintenance,active,keto,8.2,2,6,1620.3,2795.0,2904.6,181.5,36.3,225.9
25,male,164.7,70.8,70.8,maintenance,light,vegan,8.9,8,2,1617.0,2223.4,2264.7,116.3,291.2,70.5
43,female,163.8,79.8,65.8,weight_loss,moderate,vegetarian,8.3,10,1,1445.8,2241.0,1670.0,181.7,131.4,46.4
25,male,173.7,76.4,76.4,maintenance,very_active,keto,8.1,4,3,1729.5,3286.1,3294.4,205.9,41.2,256.2
36,female,159.9,65.7,70.8,muscle_gain,active,non_vegetarian,6.9,7,1,1315.0,2268.3,2614.8,143.7,346.7,72.6
20,female,162.2,62.3,55.4,weight_loss,active,vegetarian,6.9,8,3,1375.5,2372.8,1863.5,133.6,215.7,51.8
30,male,176.6,71.9,65.2,weight_loss,light,vegetarian,8.7,9,2,1678.3,2307.6,1876.6,156.5,195.4,52.1
18,female,158.0,97.4,93.8,weight_loss,very_active,vegetarian,6.2,9,1,1709.8,3248.6,2663.0,203.7,295.6,74.0
18,female,168.1,40.0,47.8,muscle_gain,very_active,vegan,6.3,8,2,1190.6,2262.2,2593.8,80.5,405.7,72.1
51,male,163.6,50.3,50.3,maintenance,sedentary,non_vegetarian,7.5,10,1,1275.3,1530.3,1461.5,88.0,175.0,45.5
38,male,185.0,70.8,72.5,endurance,light,vegetarian,6.3,6,2,1679.5,2309.3,2560.7,113.4,347.4,79.7
43,female,175.5,61.0,64.3,muscle_gain,moderate,keto,6.0,4,5,1331.4,2063.6,2247.0,140.4,28.1,174.8
21,female,160.0,60.9,59.7,endurance,very_active,vegan,8.1,5,4,1343.0,2551.7,2736.2,113.5,379.1,85.1
41,male,186.2,75.6,74.7,endurance,active,keto,8.7,8,3,1719.7,2966.5,3270.8,204.4,40.9,254.4
33,male,176.5,90.7,89.2,endurance,sedentary,keto,7.9,2,6,1850.1,2220.2,2425.4,151.6,30.3,188.6
50,male,164.5,70.8,67.0,weight_loss,light,keto,7.4,3,6,1491.0,2050.1,1544.2,96.5,19.3,120.1
34,female,171.9,63.7,62.8,endurance,moderate,vegan,5.9,2,4,1380.3,2139.5,2239.6,112.8,290.3,69.7
38,male,182.0,50.8,45.4,weight_loss,very_active,keto,7.3,1,4,1460.9,2775.7,2275.4,142.2,28.4,177.0
18,female,158.3,53.2,49.7,weight_loss,sedentary,non_vegetarian,5.8,2,2,1270.3,1524.4,1200.0,112.6,112.5,33.3
31,female,154.0,74.6,74.6,maintenance,active,non_vegetarian,8.2,9,2,1392.1,2401.4,2298.1,129.3,284.3,71.5
33,male,169.5,72.9,72.9,maintenance,sedentary,vegetarian,6.7,5,2,1628.1,1953.7,1983.3,137.4,219.6,61.7
35,female,172.4,63.0,62.6,endurance,light,vegetarian,6.5,2,2,1371.4,1885.6,2104.8,103.7,275.1,65.5
25,male,177.5,84.2,87.4,muscle_gain,moderate,keto,7.0,4,5,1830.6,2837.5,3178.1,198.6,39.7,247.2
18,female,165.3,68.4,71.8,muscle_gain,light,vegan,6.9,9,1,1466.0,2015.7,2317.5,150.9,283.6,64.4
18,male,187.8,84.9,84.9,maintenance,moderate,vegetarian,5.9,4,1,1937.6,3003.3,2982.6,139.5,397.4,92.8
18,female,157.2,79.6,66.8,weight_loss,very_active,vegetarian,5.9,4,6,1528.1,2903.4,2413.3,177.6,275.0,67.0
24,male,180.1,66.6,52.4,weight_loss,sedentary,keto,7.8,5,6,1676.5,2011.8,1579.8,98.7,19.7,122.9
43,female,159.7,56.5,57.0,endurance,light,keto,6.7,8,4,1186.9,1632.0,1688.1,105.5,21.1,131.3
18,male,165.3,79.9,78.8,endurance,very_active,vegan,8.1,7,3,1747.0,3319.2,3484.8,134.7,492.6,108.4
18,male,173.8,85.1,85.1,maintenance,sedentary,keto,8.3,3,1,1851.7,2222.0,2257.2,141.1,28.2,175.6
18,female,162.1,47.4,49.3,endurance,very_active,non_vegetarian,7.7,4,4,1236.1,2348.7,2617.6,77.6,393.6,81.4
37,female,156.7,54.8,54.6,endurance,active,keto,6.9,6,3,1181.5,2038.1,2207.2,137.9,27.6,171.7
18,female,165.4,60.7,59.7,endurance,light,non_vegetarian,7.5,10,3,1389.7,1910.8,2172.3,110.1,280.9,67.6
19,female,158.7,45.9,44.8,endurance,moderate,vegan,5.9,8,3,1194.9,1852.1,1990.2,75.4,282.9,61.9
18,female,170.0,55.6,48.5,weight_loss,light,non_vegetarian,7.8,9,4,1367.5,1880.4,1385.5,126.0,133.8,38.5
26,male,165.8,75.6,75.1,endurance,sedentary,non_vegetarian,6.5,10,2,1668.0,2001.6,2241.1,136.1,267.3,69.7
18,female,168.7,53.8,59.0,muscle_gain,light,keto,6.4,3,4,1341.2,1844.1,2162.3,135.1,27.0,168.2
35,female,158.4,64.5,60.5,weight_loss,sedentary,vegetarian,8.5,1,3,1298.2,1557.9,1200.0,129.2,95.9,33.3
31,male,157.0,52.4,52.4,maintenance,moderate,non_vegetarian,8.9,5,1,1354.8,2100.0,2138.8,95.5,289.6,66.5
40,female,156.6,61.1,61.1,maintenance,very_active,keto,7.2,3,3,1228.6,2334.4,2355.0,147.2,29.4,183.2
36,female,148.8,53.4,39.6,weight_loss,very_active,non_vegetarian,7.0,9,5,1122.7,2133.2,1616.9,109.2,194.0,44.9
37,female,180.5,61.3,69.2,muscle_gain,very_active,keto,6.5,4,1,1394.7,2649.9,2873.3,179.6,35.9,223.5
34,male,186.6,79.5,78.0,endurance,sedentary,vegetarian,6.8,3,1,1796.2,2155.4,2291.3,136.3,276.1,71.3
39,female,167.6,51.7,51.5,endurance,very_active,non_vegetarian,7.2,10,3,1208.7,2296.4,2525.0,83.0,371.4,78.6
39,female,171.3,63.2,58.1,weight_loss,moderate,vegetarian,7.9,3,1,1346.5,2087.0,1570.0,138.2,156.2,43.6
42,male,166.3,84.1,84.1,maintenance,moderate,vegetarian,8.9,8,1,1675.9,2597.6,2490.9,143.5,304.9,77.5
40,female,161.2,79.2,83.5,muscle_gain,moderate,vegan,7.3,1,4,1438.7,2230.0,2618.0,165.1,325.8,72.7
